Day of the Week,Field Contact Date,Street Number,Street Name,City
Thu,10/06/2016 01:55:00 AM,,DEMPSTER/LINCOLNWOOD DRIVE,SKOKIE
Wed,10/05/2016 11:30:00 PM,700,HINMAN AV,EVANSTON
Wed,10/05/2016 11:08:00 PM,600,BRUMMEL ST,EVANSTON
Wed,10/05/2016 10:18:00 PM,2300,GREENWOOD ST,
Wed,10/05/2016 10:12:00 PM,2300,GREENWOOD ST,EVANSTON
Wed,10/05/2016 10:00:00 PM,600,BRUMMEL ST,EVANSTON
Wed,10/05/2016 04:53:00 AM,1600,ORRINGTON AV,EVANSTON
Tue,10/04/2016 08:21:00 PM,1400,EMERSON ST,EVANSTON
Mon,10/03/2016 11:46:00 PM,7600,NORTH PAULINA,CHICAGO
Mon,10/03/2016 11:46:00 PM,7600,PAULINA ST,CHICAGO
Mon,10/03/2016 01:25:00 AM,1400,FOWLER AV,EVANSTON
Mon,10/03/2016 01:25:00 AM,1400,FOWLER AV,EVANSTON
Mon,10/03/2016 01:25:00 AM,1400,FOWLER AV,EVANSTON
Mon,10/03/2016 01:25:00 AM,1400,FOWLER AV,EVANSTON
Sun,10/02/2016 10:00:00 PM,1900,DEMPSTER ST,EVANSTON
Sun,10/02/2016 10:00:00 PM,1900,DEMPSTER ST,EVANSTON
Sat,10/01/2016 06:43:00 PM,800,SHERIDAN RD,EVANSTON
Sat,10/01/2016 06:43:00 PM,800,SHERIDAN RD,EVANSTON
